George_W_Bush                 | George_W_Bush                 | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Hans_Blix                     | incorrect 
Kofi_Annan                    | * NOT IN DB *                 | incorrect 
Kofi_Annan                    | Will_Smith                    | incorrect 
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Guillermo_Coria               | incorrect 
Hans_Blix                     | Will_Smith                    | incorrect 
Hans_Blix                     | Kofi_Annan                    | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | * NOT IN DB *                 | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Ryan_Gosling                  | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Chris_Evans                   | incorrect 
Hans_Blix                     | Ricardo_Lagos                 | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Jennifer_Aniston              | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Denzel_Washington             | incorrect 
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Eugenio_Derbez                | incorrect 
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Chris_Hemsworth               | Chris_Evans                   | incorrect 
Chris_Hemsworth               | * NOT IN DB *                 | incorrect 
Chris_Hemsworth               | Chris_Evans                   | incorrect 
Chris_Hemsworth               | Will_Smith                    | incorrect 
Chris_Hemsworth               | Chris_Hemsworth               | correct   
Chris_Hemsworth               | Eugenio_Derbez                | incorrect 
Chris_Hemsworth               | Chris_Evans                   | incorrect 
Chris_Hemsworth               | Chris_Evans                   | incorrect 
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Roh_Moo-hyun                  | incorrect 
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Kofi_Annan                    | incorrect 
Jennifer_Aniston              | Eugenio_Derbez                | incorrect 
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | * NOT IN DB *                 | incorrect 
Jennifer_Aniston              | * NOT IN DB *                 | incorrect 
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Will_Smith                    | incorrect 
Scarlett_Johansson            | Salma_Hayek                   | incorrect 
Scarlett_Johansson            | Scarlett_Johansson            | correct   
Scarlett_Johansson            | Emma_Watson                   | incorrect 
Scarlett_Johansson            | Morgan_Freeman                | incorrect 
Scarlett_Johansson            | * NOT IN DB *                 | incorrect 
Scarlett_Johansson            | Chris_Evans                   | incorrect 
Scarlett_Johansson            | Serena_Williams               | incorrect 
Scarlett_Johansson            | Jennifer_Aniston              | incorrect 
Uzmar_Gomez                   | Uzmar_Gomez                   | correct   
Uzmar_Gomez                   | Uzmar_Gomez                   | correct   
Daniel_Radcliffe              | * NOT IN DB *                 | incorrect 
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Daniel_Radcliffe              | Ryan_Gosling                  | incorrect 
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Daniel_Radcliffe              | Uzmar_Gomez                   | incorrect 
Daniel_Radcliffe              | Chris_Hemsworth               | incorrect 
Daniel_Radcliffe              | Uzmar_Gomez                   | incorrect 
Daniel_Radcliffe              | Eugenio_Derbez                | incorrect 
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Ariel_Sharon                  | Will_Smith                    | incorrect 
Ariel_Sharon                  | Ricardo_Lagos                 | incorrect 
Ariel_Sharon                  | George_W_Bush                 | incorrect 
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Kofi_Annan                    | incorrect 
Ariel_Sharon                  | Ricardo_Lagos                 | incorrect 
Ariel_Sharon                  | Mahmoud_Abbas                 | incorrect 
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Kofi_Annan                    | incorrect 
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Mahmoud_Abbas                 | incorrect 
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Denzel_Washington             | incorrect 
Alejandro_Toledo              | Mahmoud_Abbas                 | incorrect 
Alejandro_Toledo              | Eugenio_Derbez                | incorrect 
Alejandro_Toledo              | Ricardo_Lagos                 | incorrect 
Alejandro_Toledo              | Eugenio_Derbez                | incorrect 
Alejandro_Toledo              | Roh_Moo-hyun                  | incorrect 
Alejandro_Toledo              | Roh_Moo-hyun                  | incorrect 
Alejandro_Toledo              | Kofi_Annan                    | incorrect 
Alejandro_Toledo              | Megawati_Sukarnoputri         | incorrect 
Alejandro_Toledo              | Hans_Blix                     | incorrect 
Alejandro_Toledo              | Ricardo_Lagos                 | incorrect 
Alejandro_Toledo              | Roh_Moo-hyun                  | incorrect 
Alejandro_Toledo              | * NOT IN DB *                 | incorrect 
Alejandro_Toledo              | Roh_Moo-hyun                  | incorrect 
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Roh_Moo-hyun                  | incorrect 
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Daniel_Radcliffe              | incorrect 
Morgan_Freeman                | * NO FACE FOUND *             |
Morgan_Freeman                | Ariel_Sharon                  | incorrect 
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Eugenio_Derbez                | incorrect 
Denzel_Washington             | Alejandro_Toledo              | incorrect 
Denzel_Washington             | Morgan_Freeman                | incorrect 
Denzel_Washington             | Chris_Hemsworth               | incorrect 
Denzel_Washington             | Will_Smith                    | incorrect 
Denzel_Washington             | George_W_Bush                 | incorrect 
Denzel_Washington             | Jennifer_Aniston              | incorrect 
Denzel_Washington             | Ricardo_Lagos                 | incorrect 
Denzel_Washington             | Kofi_Annan                    | incorrect 
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Jennifer_Aniston              | incorrect 
Roh_Moo-hyun                  | Alejandro_Toledo              | incorrect 
Roh_Moo-hyun                  | Chris_Evans                   | incorrect 
Roh_Moo-hyun                  | Eugenio_Derbez                | incorrect 
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Ariel_Sharon                  | incorrect 
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Serena_Williams               | incorrect 
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Chris_Hemsworth               | incorrect 
Megawati_Sukarnoputri         | Eugenio_Derbez                | incorrect 
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Ricardo_Lagos                 | George_W_Bush                 | incorrect 
Ricardo_Lagos                 | Ricardo_Lagos                 | correct   
Ricardo_Lagos                 | Ryan_Gosling                  | incorrect 
Ricardo_Lagos                 | Morgan_Freeman                | incorrect 
Ricardo_Lagos                 | Ricardo_Lagos                 | correct   
Ricardo_Lagos                 | Ricardo_Lagos                 | correct   
Ricardo_Lagos                 | Hans_Blix                     | incorrect 
Ricardo_Lagos                 | Ricardo_Lagos                 | correct   
Ricardo_Lagos                 | Chris_Evans                   | incorrect 
Ricardo_Lagos                 | Ariel_Sharon                  | incorrect 
Ricardo_Lagos                 | Eugenio_Derbez                | incorrect 
Mahmoud_Abbas                 | Chris_Evans                   | incorrect 
Mahmoud_Abbas                 | Mahmoud_Abbas                 | correct   
Mahmoud_Abbas                 | Mahmoud_Abbas                 | correct   
Mahmoud_Abbas                 | * NOT IN DB *                 | incorrect 
Mahmoud_Abbas                 | Mahmoud_Abbas                 | correct   
Mahmoud_Abbas                 | Eugenio_Derbez                | incorrect 
Mahmoud_Abbas                 | Kofi_Annan                    | incorrect 
Mahmoud_Abbas                 | Uzmar_Gomez                   | incorrect 
Will_Smith                    | Eugenio_Derbez                | incorrect 
Will_Smith                    | Megawati_Sukarnoputri         | incorrect 
Will_Smith                    | Kofi_Annan                    | incorrect 
Will_Smith                    | Salma_Hayek                   | incorrect 
Will_Smith                    | Eugenio_Derbez                | incorrect 
Will_Smith                    | Morgan_Freeman                | incorrect 
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Roh_Moo-hyun                  | incorrect 
Eugenio_Derbez                | Ryan_Gosling                  | incorrect 
Eugenio_Derbez                | Daniel_Radcliffe              | incorrect 
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Emma_Watson                   | Jennifer_Aniston              | incorrect 
Emma_Watson                   | Emma_Watson                   | correct   
Emma_Watson                   | Salma_Hayek                   | incorrect 
Emma_Watson                   | Uzmar_Gomez                   | incorrect 
Emma_Watson                   | Megawati_Sukarnoputri         | incorrect 
Emma_Watson                   | * NOT IN DB *                 | incorrect 
Emma_Watson                   | Chris_Evans                   | incorrect 
Emma_Watson                   | Scarlett_Johansson            | incorrect 
Emma_Watson                   | * NOT IN DB *                 | incorrect 
