George_W_Bush                 | George_W_Bush                 | correct   
Kofi_Annan                    | Alejandro_Toledo              | incorrect 
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Ricardo_Lagos                 | incorrect 
Kofi_Annan                    | Guillermo_Coria               | incorrect 
Kofi_Annan                    | Chris_Hemsworth               | incorrect 
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | Kofi_Annan                    | correct   
Kofi_Annan                    | * NOT IN DB *                 | incorrect 
Kofi_Annan                    | Guillermo_Coria               | incorrect 
Hans_Blix                     | Ryan_Gosling                  | incorrect 
Hans_Blix                     | Mahmoud_Abbas                 | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | * NOT IN DB *                 | incorrect 
Hans_Blix                     | Ariel_Sharon                  | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Mahmoud_Abbas                 | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Mahmoud_Abbas                 | incorrect 
Hans_Blix                     | Ricardo_Lagos                 | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | * NOT IN DB *                 | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Hans_Blix                     | Jennifer_Aniston              | incorrect 
Hans_Blix                     | Hans_Blix                     | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Eugenio_Derbez                | incorrect 
Salma_Hayek                   | Salma_Hayek                   | correct   
Salma_Hayek                   | Salma_Hayek                   | correct   
Chris_Hemsworth               | Jennifer_Aniston              | incorrect 
Chris_Hemsworth               | Jennifer_Aniston              | incorrect 
Chris_Hemsworth               | Chris_Evans                   | incorrect 
Chris_Hemsworth               | Chris_Hemsworth               | correct   
Chris_Hemsworth               | Chris_Hemsworth               | correct   
Chris_Hemsworth               | Daniel_Radcliffe              | incorrect 
Chris_Hemsworth               | Daniel_Radcliffe              | incorrect 
Chris_Hemsworth               | Chris_Evans                   | incorrect 
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Kofi_Annan                    | incorrect 
Jennifer_Aniston              | Eugenio_Derbez                | incorrect 
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Ricardo_Lagos                 | incorrect 
Jennifer_Aniston              | Jennifer_Aniston              | correct   
Jennifer_Aniston              | Emma_Watson                   | incorrect 
Jennifer_Aniston              | Uzmar_Gomez                   | incorrect 
Jennifer_Aniston              | Will_Smith                    | incorrect 
Scarlett_Johansson            | Ryan_Gosling                  | incorrect 
Scarlett_Johansson            | Scarlett_Johansson            | correct   
Scarlett_Johansson            | Uzmar_Gomez                   | incorrect 
Scarlett_Johansson            | Emma_Watson                   | incorrect 
Scarlett_Johansson            | * NOT IN DB *                 | incorrect 
Scarlett_Johansson            | George_W_Bush                 | incorrect 
Scarlett_Johansson            | Ricardo_Lagos                 | incorrect 
Scarlett_Johansson            | Ryan_Gosling                  | incorrect 
Uzmar_Gomez                   | Uzmar_Gomez                   | correct   
Uzmar_Gomez                   | Uzmar_Gomez                   | correct   
Daniel_Radcliffe              | Eugenio_Derbez                | incorrect 
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Daniel_Radcliffe              | * NOT IN DB *                 | incorrect 
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Daniel_Radcliffe              | Uzmar_Gomez                   | incorrect 
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Daniel_Radcliffe              | Uzmar_Gomez                   | incorrect 
Daniel_Radcliffe              | Eugenio_Derbez                | incorrect 
Daniel_Radcliffe              | Daniel_Radcliffe              | correct   
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Kofi_Annan                    | incorrect 
Ariel_Sharon                  | Roh_Moo-hyun                  | incorrect 
Ariel_Sharon                  | Serena_Williams               | incorrect 
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | * NOT IN DB *                 | incorrect 
Ariel_Sharon                  | Ricardo_Lagos                 | incorrect 
Ariel_Sharon                  | Mahmoud_Abbas                 | incorrect 
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Kofi_Annan                    | incorrect 
Ariel_Sharon                  | Ariel_Sharon                  | correct   
Ariel_Sharon                  | Roh_Moo-hyun                  | incorrect 
Ariel_Sharon                  | Kofi_Annan                    | incorrect 
Ariel_Sharon                  | * NOT IN DB *                 | incorrect 
Alejandro_Toledo              | Mahmoud_Abbas                 | incorrect 
Alejandro_Toledo              | Eugenio_Derbez                | incorrect 
Alejandro_Toledo              | Alejandro_Toledo              | correct   
Alejandro_Toledo              | Ariel_Sharon                  | incorrect 
Alejandro_Toledo              | Alejandro_Toledo              | correct   
Alejandro_Toledo              | Roh_Moo-hyun                  | incorrect 
Alejandro_Toledo              | Alejandro_Toledo              | correct   
Alejandro_Toledo              | Megawati_Sukarnoputri         | incorrect 
Alejandro_Toledo              | Hans_Blix                     | incorrect 
Alejandro_Toledo              | Alejandro_Toledo              | correct   
Alejandro_Toledo              | * NOT IN DB *                 | incorrect 
Alejandro_Toledo              | Megawati_Sukarnoputri         | incorrect 
Alejandro_Toledo              | * NOT IN DB *                 | incorrect 
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Jennifer_Aniston              | incorrect 
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | * NO FACE FOUND *             |
Morgan_Freeman                | Ariel_Sharon                  | incorrect 
Morgan_Freeman                | Morgan_Freeman                | correct   
Morgan_Freeman                | Eugenio_Derbez                | incorrect 
Denzel_Washington             | Roh_Moo-hyun                  | incorrect 
Denzel_Washington             | Will_Smith                    | incorrect 
Denzel_Washington             | Ryan_Gosling                  | incorrect 
Denzel_Washington             | * NOT IN DB *                 | incorrect 
Denzel_Washington             | Uzmar_Gomez                   | incorrect 
Denzel_Washington             | Ariel_Sharon                  | incorrect 
Denzel_Washington             | Will_Smith                    | incorrect 
Denzel_Washington             | Roh_Moo-hyun                  | incorrect 
Roh_Moo-hyun                  | * NOT IN DB *                 | incorrect 
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Hans_Blix                     | incorrect 
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Chris_Evans                   | incorrect 
Roh_Moo-hyun                  | Chris_Evans                   | incorrect 
Roh_Moo-hyun                  | Ariel_Sharon                  | incorrect 
Roh_Moo-hyun                  | Alejandro_Toledo              | incorrect 
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Roh_Moo-hyun                  | Roh_Moo-hyun                  | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Megawati_Sukarnoputri         | incorrect 
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Roh_Moo-hyun                  | incorrect 
Guillermo_Coria               | Guillermo_Coria               | correct   
Guillermo_Coria               | Roh_Moo-hyun                  | incorrect 
Guillermo_Coria               | Salma_Hayek                   | incorrect 
Megawati_Sukarnoputri         | Chris_Evans                   | incorrect 
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Alejandro_Toledo              | incorrect 
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Roh_Moo-hyun                  | incorrect 
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | Megawati_Sukarnoputri         | correct   
Megawati_Sukarnoputri         | * NOT IN DB *                 | incorrect 
Ricardo_Lagos                 | Ryan_Gosling                  | incorrect 
Ricardo_Lagos                 | Ricardo_Lagos                 | correct   
Ricardo_Lagos                 | Ryan_Gosling                  | incorrect 
Ricardo_Lagos                 | Ryan_Gosling                  | incorrect 
Ricardo_Lagos                 | Ricardo_Lagos                 | correct   
Ricardo_Lagos                 | Ariel_Sharon                  | incorrect 
Ricardo_Lagos                 | Hans_Blix                     | incorrect 
Ricardo_Lagos                 | Ricardo_Lagos                 | correct   
Ricardo_Lagos                 | Mahmoud_Abbas                 | incorrect 
Ricardo_Lagos                 | Ariel_Sharon                  | incorrect 
Ricardo_Lagos                 | Kofi_Annan                    | incorrect 
Mahmoud_Abbas                 | Mahmoud_Abbas                 | correct   
Mahmoud_Abbas                 | Guillermo_Coria               | incorrect 
Mahmoud_Abbas                 | Mahmoud_Abbas                 | correct   
Mahmoud_Abbas                 | Morgan_Freeman                | incorrect 
Mahmoud_Abbas                 | Kofi_Annan                    | incorrect 
Mahmoud_Abbas                 | * NOT IN DB *                 | incorrect 
Mahmoud_Abbas                 | Kofi_Annan                    | incorrect 
Mahmoud_Abbas                 | Morgan_Freeman                | incorrect 
Will_Smith                    | Will_Smith                    | correct   
Will_Smith                    | Megawati_Sukarnoputri         | incorrect 
Will_Smith                    | Denzel_Washington             | incorrect 
Will_Smith                    | Salma_Hayek                   | incorrect 
Will_Smith                    | Eugenio_Derbez                | incorrect 
Will_Smith                    | Denzel_Washington             | incorrect 
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Alejandro_Toledo              | incorrect 
Eugenio_Derbez                | Roh_Moo-hyun                  | incorrect 
Eugenio_Derbez                | Chris_Hemsworth               | incorrect 
Eugenio_Derbez                | Ryan_Gosling                  | incorrect 
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Eugenio_Derbez                | Emma_Watson                   | incorrect 
Eugenio_Derbez                | Eugenio_Derbez                | correct   
Emma_Watson                   | Jennifer_Aniston              | incorrect 
Emma_Watson                   | Jennifer_Aniston              | incorrect 
Emma_Watson                   | * NOT IN DB *                 | incorrect 
Emma_Watson                   | Uzmar_Gomez                   | incorrect 
Emma_Watson                   | Megawati_Sukarnoputri         | incorrect 
Emma_Watson                   | Ariel_Sharon                  | incorrect 
Emma_Watson                   | Salma_Hayek                   | incorrect 
Emma_Watson                   | Eugenio_Derbez                | incorrect 
Emma_Watson                   | Eugenio_Derbez                | incorrect 
